Extract Name	Comment [TCGA Barcode]	Comment [is tumor]	Material Type	Annotation REF	Comment [TCGA Genome Reference]	Protocol REF	Parameter Value [Vendor]	Parameter Value [Catalog Name]	Parameter Value [Catalog Number]	Protocol REF	Comment [Derived Data File REF]	Comment [TCGA CGHub ID]	Comment [TCGA Include for Analysis]	Protocol REF	Derived Data File	Comment [TCGA Include for Analysis]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Archive Name]	Protocol REF	Derived Data File	Comment [TCGA Spec Version]	Comment [TCGA Include for Analysis]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Archive Name]
624a775c-ddd1-4617-951a-3e090408af51	TCGA-CF-A47W-01A-11D-A23U-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A47W-01A-11D-A23U-08.5.bam	5ac4a997-b78a-41d2-97b9-cf86faa0e2cc	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A47W.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
0160cd38-2895-40ee-9de5-d4cf438f42b2	TCGA-CF-A47X-01A-31D-A23U-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A47X-01A-31D-A23U-08.5.bam	ee0e56f3-84ce-4df6-a37c-2a6fb58fdc6a	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A47X.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
0160cd38-2895-40ee-9de5-d4cf438f42b2	TCGA-CF-A47X-01A-31D-A23U-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A47X-01A-31D-A23U-08.5.bam	ee0e56f3-84ce-4df6-a37c-2a6fb58fdc6a	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A47X.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
a7cc5ca5-af6e-4148-ad09-e176c6c9ae60	TCGA-CF-A47Y-01A-11D-A23U-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A47Y-01A-11D-A23U-08.8.bam	58abfdee-0ee3-431e-9dcd-aba6a2bda9fe	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A47Y.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
a7cc5ca5-af6e-4148-ad09-e176c6c9ae60	TCGA-CF-A47Y-01A-11D-A23U-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A47Y-01A-11D-A23U-08.8.bam	58abfdee-0ee3-431e-9dcd-aba6a2bda9fe	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A47Y.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
5b63b629-7d3c-465b-989b-e2e05daabc20	TCGA-CF-A5U8-01A-11D-A289-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A5U8-01A-11D-A289-08.4.bam	7ef9f44b-ce58-4b54-a70c-0adaaeac70d0	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A5U8.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
5b63b629-7d3c-465b-989b-e2e05daabc20	TCGA-CF-A5U8-01A-11D-A289-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A5U8-01A-11D-A289-08.4.bam	7ef9f44b-ce58-4b54-a70c-0adaaeac70d0	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A5U8.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
2e822a8e-36da-45bf-a4fa-71a85e615a97	TCGA-CF-A5UA-01A-11D-A289-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A5UA-01A-11D-A289-08.4.bam	7fcf9ab3-ce08-442a-9fcb-1f9d71d7a5b0	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A5UA.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
2e822a8e-36da-45bf-a4fa-71a85e615a97	TCGA-CF-A5UA-01A-11D-A289-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A5UA-01A-11D-A289-08.4.bam	7fcf9ab3-ce08-442a-9fcb-1f9d71d7a5b0	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A5UA.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
111978f9-3761-4265-8166-7d5d60c51cff	TCGA-CF-A7I0-01A-22D-A34U-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A7I0-01A-22D-A34U-08.1.bam	4ae6ee28-5dc2-41e2-8b4a-6f29b65ad857	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A7I0.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
111978f9-3761-4265-8166-7d5d60c51cff	TCGA-CF-A7I0-01A-22D-A34U-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A7I0-01A-22D-A34U-08.1.bam	4ae6ee28-5dc2-41e2-8b4a-6f29b65ad857	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A7I0.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
97218954-b13e-4df4-bbef-947dcf176dcb	TCGA-CF-A8HX-01A-11D-A364-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A8HX-01A-11D-A364-08.2.bam	fe1eb85d-9adf-4ea0-85f8-b4951de37059	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A8HX.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
97218954-b13e-4df4-bbef-947dcf176dcb	TCGA-CF-A8HX-01A-11D-A364-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A8HX-01A-11D-A364-08.2.bam	fe1eb85d-9adf-4ea0-85f8-b4951de37059	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A8HX.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
e79c6e37-c479-45c8-8823-359786f41328	TCGA-CF-A8HY-01A-11D-A364-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A8HY-01A-11D-A364-08.1.bam	20002893-ea6f-41ae-80ab-dc0a39a49d76	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A8HY.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
e79c6e37-c479-45c8-8823-359786f41328	TCGA-CF-A8HY-01A-11D-A364-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A8HY-01A-11D-A364-08.1.bam	20002893-ea6f-41ae-80ab-dc0a39a49d76	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A8HY.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
3e957106-6640-40e8-b34f-d7be77ed8a3d	TCGA-CF-A9FF-01A-11D-A38G-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A9FF-01A-11D-A38G-08.2.bam	9bed5192-b803-45f5-8808-8ad03a3682ea	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A9FF.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
3e957106-6640-40e8-b34f-d7be77ed8a3d	TCGA-CF-A9FF-01A-11D-A38G-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A9FF-01A-11D-A38G-08.2.bam	9bed5192-b803-45f5-8808-8ad03a3682ea	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A9FF.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
d574a818-f7e8-4f9a-8712-4a99bd8ecd2a	TCGA-CF-A9FH-01A-11D-A38G-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A9FH-01A-11D-A38G-08.2.bam	501b824b-8e44-4f38-815a-2ed285f0745b	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A9FH.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
d574a818-f7e8-4f9a-8712-4a99bd8ecd2a	TCGA-CF-A9FH-01A-11D-A38G-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A9FH-01A-11D-A38G-08.2.bam	501b824b-8e44-4f38-815a-2ed285f0745b	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A9FH.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
db6babbd-b14c-405b-8c1f-9908ea26b574	TCGA-CF-A9FL-01A-11D-A38G-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A9FL-01A-11D-A38G-08.2.bam	5e771430-8de1-4e6a-be8f-0cc19b2c293c	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A9FL.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
db6babbd-b14c-405b-8c1f-9908ea26b574	TCGA-CF-A9FL-01A-11D-A38G-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A9FL-01A-11D-A38G-08.2.bam	5e771430-8de1-4e6a-be8f-0cc19b2c293c	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A9FL.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
bd8aed9e-9a24-4bfa-9b02-0e11e31ed01b	TCGA-CF-A9FM-01A-11D-A38G-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A9FM-01A-11D-A38G-08.2.bam	9890b90b-a4c3-4595-8f7d-03fe9b582654	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A9FM.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
bd8aed9e-9a24-4bfa-9b02-0e11e31ed01b	TCGA-CF-A9FM-01A-11D-A38G-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CF-A9FM-01A-11D-A38G-08.2.bam	9890b90b-a4c3-4595-8f7d-03fe9b582654	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CF-A9FM.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
803ab221-b813-4bcc-95a9-1f686d172d3c	TCGA-CU-A0YN-01A-21D-A10S-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CU-A0YN-01A-21D-A10S-08.5.bam	1777b1f5-b498-4917-a7c9-7fc310452186	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CU-A0YN.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
803ab221-b813-4bcc-95a9-1f686d172d3c	TCGA-CU-A0YN-01A-21D-A10S-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CU-A0YN-01A-21D-A10S-08.5.bam	1777b1f5-b498-4917-a7c9-7fc310452186	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CU-A0YN.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
e80278f9-2059-4e98-92b2-3e9868fc5818	TCGA-CU-A0YO-01A-11D-A10S-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CU-A0YO-01A-11D-A10S-08.6.bam	184361df-14e4-4dcf-a6cc-21a7be00a41f	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CU-A0YO.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
e80278f9-2059-4e98-92b2-3e9868fc5818	TCGA-CU-A0YO-01A-11D-A10S-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CU-A0YO-01A-11D-A10S-08.6.bam	184361df-14e4-4dcf-a6cc-21a7be00a41f	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CU-A0YO.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
31382822-3792-47bc-99e8-8a1ee1e4e58b	TCGA-CU-A0YR-01A-12D-A10S-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CU-A0YR-01A-12D-A10S-08.5.bam	1a62eb4a-9783-4f58-8e95-e57ff7391e28	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CU-A0YR.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
31382822-3792-47bc-99e8-8a1ee1e4e58b	TCGA-CU-A0YR-01A-12D-A10S-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CU-A0YR-01A-12D-A10S-08.5.bam	1a62eb4a-9783-4f58-8e95-e57ff7391e28	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CU-A0YR.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
e22c6a44-4f8e-44eb-8ca8-dff0f2fc5575	TCGA-CU-A3KJ-01A-11D-A21A-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CU-A3KJ-01A-11D-A21A-08.3.bam	49d262e2-e092-4fce-b5d2-ff61fc00246b	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CU-A3KJ.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
e22c6a44-4f8e-44eb-8ca8-dff0f2fc5575	TCGA-CU-A3KJ-01A-11D-A21A-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CU-A3KJ-01A-11D-A21A-08.3.bam	49d262e2-e092-4fce-b5d2-ff61fc00246b	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CU-A3KJ.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
d9be99ef-b43e-44f0-ace3-bac74f676897	TCGA-CU-A3QU-01A-11D-A22Z-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CU-A3QU-01A-11D-A22Z-08.7.bam	ae3f52cd-5a8a-4b03-8919-6fb6b5908156	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CU-A3QU.bcgsc.ca.snv.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
d9be99ef-b43e-44f0-ace3-bac74f676897	TCGA-CU-A3QU-01A-11D-A22Z-08	yes	DNA	->	hg19	->	->	->	->	->	C500.TCGA-CU-A3QU-01A-11D-A22Z-08.7.bam	ae3f52cd-5a8a-4b03-8919-6fb6b5908156	yes	bcgsc.ca:somatic_variant_detection:IlluminaHiSeq_DNASeq:01	bcgsc.ca.TCGA-CU-A3QU.bcgsc.ca.indel.vcf	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0	bcgsc.ca:vcf2maf:IlluminaHiSeq_DNASeq:01	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq.1.somatic.maf	2.3	yes	Mutations	Level 2	bcgsc.ca_BLCA.IlluminaHiSeq_DNASeq_automated.Level_2.1.0.0
